time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-11-05T15:18:26.463Z,41.8291,-119.6046,3.5957,4.22,ml,4,74.51,0.525,0.181,nn,nn00466315,2015-03-20T00:30:32.803Z,"73km ESE of Lakeview, Oregon",earthquake,6.7917,9.9036,0.2,3,reviewed,nn,nn
2014-11-05T07:23:04.418Z,41.9078,-119.6202,0.1078,4.59,ml,6,78.37,0.508,0.1359,nn,nn00466248,2015-03-20T18:42:38.116Z,"67km ESE of Lakeview, Oregon",earthquake,4.7068,6.9496,0.16,3,reviewed,nn,nn
2014-11-04T10:47:58.153Z,41.8817,-119.613,0,4.05,ml,4,78.44,0.514,0.1148,nn,nn00466104,2015-01-20T09:03:16.040Z,"69km ESE of Lakeview, Oregon",earthquake,6.8347,,0.32,4,reviewed,nn,nn
2014-10-30T15:16:33.068Z,41.9104,-119.6185,0,4.1,ml,5,78.5,0.51,0.0942,nn,nn00465678,2015-03-20T18:42:36.437Z,"67km ESE of Lakeview, Oregon",earthquake,3.8684,5.0431,0.34,2,reviewed,nn,nn
2014-10-19T14:24:04.460Z,40.2673333,-124.3726667,22.55,4.24,mw,25,234,0.08232,0.16,nc,nc72330211,2015-05-18T23:03:22.114Z,"34km SW of Rio Dell, California",earthquake,0.76,0.34,,5,reviewed,nc,nc
2014-10-10T13:51:21.000Z,35.9466,-96.7594,5,4.2,mwr,,63,,0.45,us,usb000skq4,2016-01-22T03:10:36.037Z,"4km S of Cushing, Oklahoma",earthquake,3.4,6.8,0.037,72,reviewed,tul,us
2014-10-07T16:51:13.100Z,35.9474,-96.7642,5.28,4,mwr,,81,,0.61,us,usb000sjk0,2016-01-22T03:08:21.154Z,"4km S of Cushing, Oklahoma",earthquake,3.9,5.8,0.033,90,reviewed,tul,us
2014-10-02T18:01:24.400Z,37.2447,-97.9553,5,4.3,mwr,,38,0.021,0.58,us,usb000si7g,2016-02-14T00:26:17.946Z,"7km SE of Harper, Kansas",earthquake,3.5,1.7,0.038,67,reviewed,us,us
2014-09-30T03:01:25.900Z,36.2237,-97.5535,2.2,4,mwr,,,,0.46,us,usb000sh86,2015-01-28T13:13:01.821Z,"24km WSW of Perry, Oklahoma",earthquake,0.8,5.9,0.036,75,reviewed,tul,us
2014-09-28T20:45:13.260Z,36.6255,-120.8336667,7.64,4.43,mw,117,69,0.0498,0.12,nc,nc72316031,2016-03-11T17:04:11.601Z,"40km SSW of South Dos Palos, California",earthquake,0.16,0.33,,15,reviewed,nc,nc
2014-09-17T22:13:05.000Z,30.5947,-114.237,7,4.1,mb,,,,0.95,us,usb000sdqy,2016-03-11T07:58:52.060Z,"75km SE of San Felipe, Mexico",earthquake,5.4,5.3,0.084,39,reviewed,ecx,us
2014-09-17T10:06:12.800Z,47.5613,-123.0092,16.6,4,Ml,,72,0.06288207,0.39,uw,uw60881241,2015-03-20T01:48:01.345Z,"16km WSW of Seabeck, Washington",earthquake,0.5,0.8,0.2,99,reviewed,uw,uw
2014-09-16T16:51:14.100Z,30.6287,-114.2705,13.08,4.4,mb,,183,0.644,0.58,us,usb000sd2p,2016-03-11T09:46:54.889Z,"70km SE of San Felipe, Mexico",earthquake,5.2,7.5,0.103,30,reviewed,us,us
2014-09-15T22:01:13.120Z,30.5637,-114.2865,5.23,4.6,mb,,113,0.677,0.98,us,usb000scsi,2016-03-11T09:46:50.949Z,"73km SE of San Felipe, Mexico",earthquake,5.1,2.4,0.065,71,reviewed,us,us
2014-09-15T18:40:05.650Z,30.6303,-114.2304,10,4.7,mb,,171,0.67,0.87,us,usb000scmn,2014-12-08T23:31:02.040Z,"73km SE of San Felipe, Mexico",earthquake,7,1.9,0.063,78,reviewed,us,us
2014-09-15T18:37:16.550Z,30.8316,-113.8574,10,4.5,mb,,169,0.804,0.8,us,usb000sfxg,2014-12-08T23:31:02.040Z,"62km SSW of Puerto Penasco, Mexico",earthquake,5.3,1.9,0.27,4,reviewed,us,us
2014-09-15T18:27:20.610Z,30.4209,-114.2749,10,5.4,mww,,123,0.789,0.99,us,usb000scmd,2016-03-12T02:34:29.568Z,"85km SE of San Felipe, Mexico",earthquake,6.7,1.8,,,reviewed,us,us
2014-09-15T12:42:33.870Z,30.3355,-113.9963333,9.961,4.5,mh,0,269,1.016,4.12,ci,ci37268352,2016-03-11T09:46:49.665Z,"228km SSE of Estacion Coahuila, B.C., MX",earthquake,12,31.61,,0,reviewed,ci,ci
2014-09-15T12:23:42.980Z,30.5825,-114.2381,10,4.9,mb,,80,0.695,1.33,us,usb000schm,2016-03-11T13:19:25.994Z,"75km SE of San Felipe, Mexico",earthquake,5.8,1.8,0.035,260,reviewed,us,us
2014-09-15T06:50:09.170Z,30.5697,-114.2873,10,4.7,mb,,108,0.672,1.37,us,usb000scf6,2016-03-11T07:58:40.404Z,"73km SE of San Felipe, Mexico",earthquake,6,1.8,0.048,136,reviewed,us,us
2014-09-15T05:45:36.680Z,29.9791667,-114.1045,6.961,4.23,ml,17,283,1.236,5.31,ci,ci37268192,2016-03-11T13:19:22.187Z,"261km SSE of Estacion Coahuila, B.C., MX",earthquake,28.72,31.61,0.168,53,reviewed,ci,ci
2014-09-07T12:13:56.570Z,32.2121667,-117.6125,14.855,4.02,ml,16,202,0.5526,0.37,ci,ci37265488,2016-03-11T22:48:43.631Z,"56km WSW of Rosarito, B.C., MX",earthquake,1.34,31.61,0.268,221,reviewed,ci,ci
2014-08-24T10:21:10.840Z,38.7601667,-122.7256667,0.93,4.38,md,24,57,0.01465,0.13,nc,nc71086369,2014-11-22T01:23:56.511Z,"3km SE of The Geysers, California",earthquake,0.22,0.55,0.175,2,reviewed,nc,nc
2014-08-24T10:20:44.070Z,38.2151667,-122.3123333,11.12,6.02,mw,369,28,0.03579,0.18,nc,nc72282711,2016-04-04T01:26:23.751Z,"6km NW of American Canyon, California",earthquake,0.11,0.15,,0,reviewed,nc,nc
2014-08-19T12:41:35.700Z,35.7727,-97.4677,4.51,4.4,mwr,,104,,1.73,us,usb000s45z,2016-01-22T03:08:57.143Z,"12km SSW of Guthrie, Oklahoma",earthquake,,4.4,0.041,56,reviewed,tul,us
2014-08-13T05:09:02.600Z,29.881,-114.172,10,4,md,,,,0.95,us,usc000s9ea,2014-11-15T04:07:06.000Z,"140km SSE of San Felipe, Mexico",earthquake,,7.5,,7,reviewed,unm,unm
2014-08-10T18:46:17.970Z,27.6814,-111.6319,10,5.5,mww,,78,0.65,1.29,us,usb000s1qs,2015-01-30T06:50:12.322Z,"76km ENE of Santa Rosalia, Mexico",earthquake,,1.8,,,reviewed,us,us
2014-07-29T02:46:36.000Z,36.7561,-98.0453,5.287,4.3,mwr,,,,0.68,us,usb000ry6y,2015-01-28T05:10:20.786Z,"27km E of Cherokee, Oklahoma",earthquake,,3.4,0.038,68,reviewed,tul,us
2014-07-22T23:46:52.440Z,25.7805,-110.3714,10,4.1,mb,,135,1.672,1.21,us,usb000rwbv,2014-10-17T21:12:15.000Z,"101km ESE of Loreto, Mexico",earthquake,,2,0.078,48,reviewed,us,us
2014-07-22T06:50:25.470Z,25.8955,-110.4592,10,4.8,mwr,,136,1.791,1.04,us,usb000rw32,2014-10-17T21:12:15.000Z,"90km E of Loreto, Mexico",earthquake,,1.7,0.066,22,reviewed,us,us
2014-07-12T17:11:46.700Z,35.8637,-97.321,4.047,4,mwr,,53,,1.11,us,usb000rsdy,2015-01-28T13:19:12.322Z,"9km E of Guthrie, Oklahoma",earthquake,,5.5,0.043,53,reviewed,tul,us
2014-07-08T22:57:15.630Z,30.0427,-116.2956,10,4.3,mb,,182,1.229,1.22,us,usb000rr4r,2016-03-11T15:06:00.854Z,"59km SW of San Quintin, Mexico",earthquake,,1.9,0.071,59,reviewed,us,us
2014-07-05T16:59:34.090Z,34.2823333,-117.0266667,7.25,4.58,mw,188,32,,0.23,ci,ci15520985,2016-03-11T13:14:01.469Z,"11km NE of Running Springs, CA",earthquake,0.12,0.28,,6,reviewed,ci,ci
2014-06-29T06:10:05.720Z,32.5649,-109.1001,5,4,mwr,,100,1.111,0.51,us,usb000rvqp,2016-01-22T03:43:48.443Z,"43km WNW of Lordsburg, New Mexico",earthquake,,1.5,0.059,28,reviewed,us,us
2014-06-29T04:59:35.390Z,32.5822,-109.1682,6.44,5.3,mww,,54,1.169,0.69,us,usc000rnfe,2016-01-22T03:18:37.433Z,"50km WNW of Lordsburg, New Mexico",earthquake,,3.3,,,reviewed,us,us
2014-06-29T00:56:22.200Z,39.4412,-111.436,8.8,4.2,Ml,,36,0.14373045,0.2,uu,uu60075207,2015-05-22T18:12:59.800Z,"11km S of Mount Pleasant, Utah",earthquake,0.3,0.6,0.1,30,reviewed,uu,uu
2014-06-21T09:11:03.400Z,30.188,-114.396,16.1,4.1,md,,,,0.86,us,usc000rq3u,2016-03-11T02:25:20.695Z,"100km SSE of San Felipe, Mexico",earthquake,,8.1,,10,reviewed,unm,unm
2014-06-21T00:28:26.200Z,30.132,-114.705,104.3,4,md,,,,2.45,us,usc000rj8u,2014-09-19T17:22:57.000Z,"97km S of San Felipe, Mexico",earthquake,,8.6,,12,reviewed,unm,unm
2014-06-18T10:53:02.400Z,35.5956,-97.3924,5,4.1,mwr,,,,1.02,us,usc000rhab,2016-01-22T03:42:36.494Z,"8km N of Spencer, Oklahoma",earthquake,,1.9,0.038,68,reviewed,tul,us
2014-06-16T10:47:35.600Z,35.5935,-97.3969,5,4.3,mwr,,50,,1.08,us,usc000rg12,2015-07-27T20:21:33.381Z,"8km NNW of Spencer, Oklahoma",earthquake,,4.7,0.05,38,reviewed,tul,us
2014-06-15T19:07:20.460Z,25.5912,-109.8763,10,4.3,mb,,115,1.533,1.49,us,usc000rfum,2014-09-12T15:47:38.000Z,"71km SW of Higuera de Zaragoza, Mexico",earthquake,,1.8,0.099,29,reviewed,us,us
2014-06-12T22:52:47.620Z,27.9084,-111.8756,10,4.1,mb,,111,0.67,0.9,us,usc000resv,2014-09-12T15:47:20.000Z,"76km NNE of Santa Rosalia, Mexico",earthquake,,2,0.303,4,reviewed,us,us
2014-06-02T23:54:19.600Z,40.3455,-124.4202,18.4,4.1,Mw,24,244.8,0.10779783,0.12,nc,nc72231201,2015-05-18T22:54:31.957Z,"28km SSW of Ferndale, California",earthquake,0.6,0.3,,6,reviewed,nc,nc
2014-06-02T02:36:43.930Z,34.0958333,-118.4911667,4.25,4.16,mw,100,43,,0.22,ci,ci15507801,2016-03-11T20:52:17.518Z,"7km NW of Westwood, CA",earthquake,0.27,0.45,,4,reviewed,ci,ci
2014-05-30T07:48:33.100Z,38.4065,-119.3642,11.5,4,Mw,134,82.8,0.37729242,0.12,nc,nc72229261,2016-03-12T02:27:10.401Z,"20km NW of Bridgeport, California",earthquake,0.1,0.5,,9,reviewed,nc,nc
2014-05-10T02:05:25.550Z,31.2611667,-115.9418333,-0.836,4.01,ml,4,198,0.4613,0.16,ci,ci15499857,2016-03-11T22:40:15.826Z,"78km SE of Maneadero, B.C., MX",earthquake,1.23,2.07,0.148,163,reviewed,ci,ci
2014-04-21T01:05:06.760Z,29.6897,-67.5421,6.76,4.1,mb,,79,3.62,1.34,us,usb000ps9i,2014-07-04T01:34:44.000Z,"North Atlantic Ocean",earthquake,,4.3,0.067,60,reviewed,us,us
2014-04-19T12:15:13.010Z,35.4663333,-118.521,-0.828,4.24,ml,60,38,0.1529,0.18,ci,ci37214496,2016-03-11T15:00:47.912Z,"14km S of Bodfish, CA",earthquake,0.2,0.57,0.157,258,reviewed,ci,ci
2014-04-14T20:16:45.000Z,44.6,-114.33,7.4,4.4,mwr,,,,1.3,us,usb000pkhs,2015-01-28T19:26:30.904Z,"13km NW of Challis, Idaho",earthquake,,3.7,0.034,85,reviewed,mb,us
2014-04-13T00:04:39.000Z,44.62,-114.33,3.5,4.8,mwr,,,,1.43,us,usc000pi6d,2015-01-28T18:06:35.007Z,"15km NNW of Challis, Idaho",earthquake,,3.8,0.033,89,reviewed,mb,us
2014-04-10T12:21:33.500Z,44.591,-114.321,7.2,4,mwr,,,,0.96,us,usc000pe6v,2015-01-29T03:51:08.053Z,"11km NW of Challis, Idaho",earthquake,,2.6,0.036,74,reviewed,mb,us
2014-04-10T07:33:57.100Z,35.7745,-97.4826,7.04,4,mwr,,70,,1.18,us,usc000pdy4,2016-01-22T03:24:27.581Z,"12km SSW of Guthrie, Oklahoma",earthquake,,3.1,0.044,49,reviewed,tul,us
2014-04-07T16:03:03.900Z,35.8913,-97.2752,5.131,4.2,mwr,,53,,1.03,us,usc000p92s,2016-01-22T03:41:28.823Z,"6km SSW of Langston, Oklahoma",earthquake,,4.8,0.046,45,reviewed,tul,us
2014-04-03T11:41:07.340Z,27.7424,-111.6496,10,4.2,mb,,158,1.414,1.34,us,usc000p2rx,2015-01-31T01:53:30.863Z,"76km WSW of Guaymas, Mexico",earthquake,,2,0.062,81,reviewed,us,us
2014-03-30T14:09:59.400Z,36.1255,-97.6398,3.903,4.1,mwr,,69,,1.01,us,usc000nww4,2015-01-28T14:30:05.872Z,"19km NNW of Crescent, Oklahoma",earthquake,,5.2,0.041,56,reviewed,tul,us
2014-03-30T12:34:39.100Z,44.772,-110.6847,5.6,4.8,Mw,,64.8,0.04491576,0.24,uu,uu60061837,2015-01-29T01:59:49.832Z,"35km ENE of West Yellowstone, Montana",earthquake,0.4,0.8,,0,reviewed,uu,uu
2014-03-30T06:51:56.300Z,36.1309,-97.6291,4.831,4.2,mwr,,69,,0.37,us,usc000nwmq,2015-01-28T07:28:40.000Z,"20km N of Crescent, Oklahoma",earthquake,,5.9,0.065,23,reviewed,tul,us
2014-03-29T21:32:45.930Z,33.9613333,-117.8923333,9.294,4.14,mw,185,13,0.03055,0.33,ci,ci15483001,2016-03-12T04:14:39.639Z,"2km SE of Rowland Heights, CA",earthquake,0.18,0.34,,6,reviewed,ci,ci
2014-03-29T04:09:42.170Z,33.9325,-117.9158333,5.09,5.1,mw,321,9,0.01443,0.24,ci,ci15481673,2016-03-12T06:05:32.057Z,"2km NW of Brea, CA",earthquake,0.1,0.21,,6,reviewed,ci,ci
2014-03-25T05:27:35.980Z,31.4738,-114.0643,15.35,4.3,md,,119,1.17,0.68,us,usc000nzba,2014-05-24T00:54:44.000Z,"53km WNW of Puerto Penasco, Mexico",earthquake,,7.7,,12,reviewed,us,unm
2014-03-22T04:47:31.200Z,30.4109,-114.1672,10,4,md,,149,1.282,0.78,us,usc000nza1,2014-05-24T00:54:39.000Z,"93km SE of San Felipe, Mexico",earthquake,,2,,8,reviewed,us,unm
2014-03-22T03:49:40.330Z,30.4305,-114.1759,10,4.1,md,,148,1.266,0.8,us,usc000nza0,2014-05-24T00:54:39.000Z,"91km SE of San Felipe, Mexico",earthquake,,2,,7,reviewed,us,unm
2014-03-22T00:58:09.440Z,30.44,-114.0633,12.5,5.3,mwr,,,,2.53,us,usc000nkku,2015-01-30T09:35:32.094Z,"98km SE of San Felipe, Mexico",earthquake,,3.4,0.033,87,reviewed,ecx,us
2014-03-21T17:50:13.400Z,30.419,-114.062,14.71,4.6,mwr,,65,1.358,1.43,us,usc000nk1q,2014-05-24T00:54:38.000Z,"100km SE of San Felipe, Mexico",earthquake,,4,0.065,23,reviewed,us,us
2014-03-21T17:37:13.140Z,30.4075,-114.0828,10.29,4.9,mwr,,95,1.348,1.46,us,usc000nk0p,2014-05-24T00:54:38.000Z,"99km SE of San Felipe, Mexico",earthquake,,1.6,0.055,32,reviewed,us,us
2014-03-20T10:24:03.200Z,30.4733,-114.0544,17.9,4,ml,,,,1.43,us,usc000ni8g,2014-05-24T00:54:35.000Z,"97km SE of San Felipe, Mexico",earthquake,,6.2,,,reviewed,ecx,ecx
2014-03-18T23:41:58.100Z,25.463,-99.58,1,4.1,mwr,,,,1.24,us,usc000ngag,2015-01-31T00:50:47.303Z,"24km NNE of General Teran, Mexico",earthquake,,7.4,,6,reviewed,unm,slm
2014-03-17T13:25:36.870Z,34.134,-118.4861667,9.245,4.39,mw,208,40,,0.28,ci,ci15476961,2016-03-12T02:21:23.503Z,"3km SSE of Encino, CA",earthquake,0.18,0.31,,6,reviewed,ci,ci
2014-03-14T16:32:35.200Z,40.3482,-124.6103,19.5,4,Mw,,230.4,0.25152828,0.14,nc,nc72185141,2015-05-18T22:35:36.359Z,"38km SW of Ferndale, California",earthquake,0.7,0.4,,13,reviewed,nc,nc
2014-03-13T02:11:04.030Z,36.1116667,-118.055,-1.316,4.39,mw,42,70,0.1351,0.15,ci,ci15475329,2016-03-12T02:21:00.132Z,"12km NW of Coso Junction, CA",earthquake,0.2,0.49,,6,reviewed,ci,ci
2014-03-05T17:51:10.050Z,28.1075,-112.1847,13.34,4.1,mb,,148,0.786,1.48,us,usc000nbgp,2014-05-15T02:23:11.000Z,"84km SSW of Bahia Kino, Mexico",earthquake,,8.3,0.145,15,reviewed,us,us
2014-03-05T02:24:23.350Z,31.3228,-119.4094,7.2,4.6,mb,,176,1.921,0.67,us,usb000n1b3,2016-03-11T02:17:41.832Z,"246km SSW of Avalon, California",earthquake,,5,0.051,117,reviewed,us,us
2014-03-04T11:03:54.900Z,25.512,-99.447,5,4,md,,,,1.38,us,usc000nz6j,2014-05-13T21:36:51.000Z,"29km SW of China, Mexico",earthquake,,7.1,,8,reviewed,unm,unm
2014-03-02T17:30:16.060Z,25.6034,-99.3466,8.42,4,mwr,,193,2.331,0.76,us,usb000mzk2,2014-05-13T21:36:50.000Z,"15km SW of China, Mexico",earthquake,,10.7,,13,reviewed,us,slm
2014-02-27T18:52:30.020Z,35.8651667,-121.4993333,9.84,4.04,mw,148,192,0.1129,0.14,nc,nc72176091,2016-03-11T18:42:13.798Z,"37km NW of San Simeon, California",earthquake,0.33,0.21,,5,reviewed,nc,nc
2014-02-15T03:23:38.150Z,33.8166667,-82.092,5.18,4.1,mw,21,110,0.2289,0.38,se,se610610,2016-04-07T18:20:34.405Z,"15km WNW of Edgefield, South Carolina",earthquake,0.6,0.8,0.765,11,reviewed,se,se
2014-02-13T21:02:59.990Z,27.8322,-105.6929,10,4,md,,141,0.893,0.12,us,usc000n4dk,2014-04-30T21:18:19.000Z,"20km W of Naica, Mexico",earthquake,,1.9,,4,reviewed,us,unm
2014-02-11T04:14:49.270Z,25.4287,-99.1288,40.6,4,mb,,81,0.61,0.76,us,usc000n4cr,2014-04-22T18:30:12.000Z,"31km SSE of China, Mexico",earthquake,,9.5,0.259,4,reviewed,us,us
2014-02-09T02:16:02.000Z,35.893,-97.292,5,4.1,mwr,,,,0.88,us,usc000mlar,2016-01-22T03:40:21.164Z,"6km SSW of Langston, Oklahoma",earthquake,,1.9,0.044,50,reviewed,tul,us
2014-02-06T19:42:21.000Z,35.526,-121.271,3,4.1,Mw,,201.6,0.14373045,0.1,nc,nc72157621,2016-03-11T18:41:14.447Z,"14km SSW of San Simeon, California",earthquake,0.3,0.7,,7,reviewed,nc,nc
2014-01-29T01:30:27.500Z,37.3237,-114.1125,7,4,Ml,,82.8,0.23356197,0.15,uu,uu60053437,2016-03-11T13:03:13.113Z,"42km WNW of Ivins, Utah",earthquake,0.5,0.6,0.2,23,reviewed,uu,uu
2014-01-28T16:20:11.400Z,37.3257,-114.1215,7.2,4.1,Ml,,82.8,0.23356197,0.19,uu,uu60053232,2016-03-11T20:42:50.394Z,"42km WNW of Ivins, Utah",earthquake,0.5,0.8,0.2,22,reviewed,uu,uu
2014-01-27T04:06:30.320Z,27.7412,-105.3773,10,4,md,,134,0.842,0.66,us,usc000mheb,2014-03-27T18:15:44.000Z,"15km SE of Naica, Mexico",earthquake,,1.6,,7,reviewed,us,unm
2014-01-26T23:00:55.780Z,27.715,-105.6163,12.18,4.1,mb,,84,0.778,1.1,us,usb000m8kh,2014-03-27T18:15:43.000Z,"19km SW of Naica, Mexico",earthquake,,5.2,0.185,8,reviewed,us,us
2014-01-20T08:45:47.630Z,27.7107,-105.6364,14.49,4,md,,179,0.772,0.57,us,usc000mhbs,2014-03-22T00:05:26.000Z,"21km SW of Naica, Mexico",earthquake,,8,,7,reviewed,us,unm
2014-01-20T08:38:37.120Z,27.6833,-105.7118,11.08,4.5,md,,110,0.746,1.18,us,usb000m4m7,2014-03-22T00:05:26.000Z,"29km SW of Naica, Mexico",earthquake,,3.1,,16,reviewed,us,unm
2014-01-20T05:16:34.050Z,27.6403,-105.3126,5,4,md,,164,0.769,1.35,us,usc000mh7v,2014-03-22T00:05:25.000Z,"14km WSW of Ciudad Camargo, Mexico",earthquake,,2,,8,reviewed,us,unm
2014-01-19T08:27:11.700Z,25.593,-99.287,11.8,4.1,md,,,,1.38,us,usc000mh7m,2014-03-22T00:05:23.000Z,"13km SSW of China, Mexico",earthquake,,4.8,,7,reviewed,unm,unm
2014-01-16T00:24:54.610Z,26.6848,-110.9906,10,4.1,md,,214,1.282,1.26,us,usc000mhbk,2014-03-22T00:05:15.000Z,"82km NNE of Loreto, Mexico",earthquake,,2,,6,reviewed,us,unm
2014-01-15T09:35:18.870Z,34.143,-117.4425,2.934,4.43,mw,166,22,,0.19,ci,ci11413954,2016-03-12T06:01:11.249Z,"5km NNE of Fontana, CA",earthquake,0.15,0.41,,6,reviewed,ci,ci
2014-01-12T20:25:01.960Z,37.814,-121.815,1.803,4.5,mh,7,291,1.151,1.2,ci,ci11413234,2016-03-11T04:03:51.170Z,"8km E of Blackhawk, CA",earthquake,99,31.61,,0,reviewed,ci,ci
2014-01-12T20:24:46.700Z,38.8135,-122.8162,2.6,4.5,Mw,,25.2,0.00898315,0.05,nc,nc72141176,2015-05-18T22:07:17.106Z,"6km NW of The Geysers, California",earthquake,0.1,0.1,,10,reviewed,nc,nc
2014-01-02T06:23:09.700Z,40.29,-124.4527,20.3,4,Mw,,248.4,0.13474729,0.09,nc,nc72134626,2015-05-22T03:05:06.628Z,"35km SSW of Ferndale, California",earthquake,0.7,0.3,,5,reviewed,nc,nc
2013-12-26T06:15:06.060Z,27.8908,-111.9607,9.95,4.5,mwr,,117,0.62,1.01,us,usc000lrp1,2014-02-28T08:44:08.000Z,"71km NNE of Santa Rosalia, Mexico",earthquake,,3,0.053,,reviewed,us,us
2013-12-26T00:18:19.630Z,32.4008333,-116.265,14.189,4.09,ml,29,135,0.2511,0.23,ci,ci11405954,2016-03-11T20:40:08.417Z,"30km SE of Campo, CA",earthquake,0.48,31.61,0.196,241,reviewed,ci,ci
2013-12-24T10:28:49.800Z,40.5145,-124.8227,10.3,4.3,Mw,,226.8,0.44915764,0.16,nc,nc72129596,2015-05-18T21:59:46.708Z,"47km W of Ferndale, California",earthquake,1,1,,6,reviewed,nc,nc
2013-12-23T16:45:49.310Z,25.7194,-66.6056,2.08,5.2,mwb,,48,5.896,0.85,us,usc000lqeg,2014-02-27T22:02:51.844Z,"North Atlantic Ocean",earthquake,,2.7,0.068,,reviewed,us,us
2013-12-23T13:39:26.300Z,36.1405,-118.0648333,0.873,4.3,mw,37,71,0.1164,0.15,ci,ci15447161,2016-03-11T07:39:50.352Z,"15km NW of Coso Junction, CA",earthquake,0.26,0.83,,6,reviewed,ci,ci
2013-12-22T11:52:27.190Z,25.3964,-99.5688,37.22,4,md,,159,0.504,1.06,us,usc000lz5g,2014-02-27T21:37:26.000Z,"18km NE of General Teran, Mexico",earthquake,,10,,,reviewed,us,unm
2013-12-22T08:47:22.200Z,29.6493,-114.2059,10,4.2,md,,179,1.767,1.21,us,usc000lpx4,2014-02-27T21:37:26.000Z,"141km NNW of San Luis, Mexico",earthquake,,2,,,reviewed,us,unm
2013-12-20T05:27:08.000Z,31.22,-115.908,6,4.8,mwr,,,,1.57,us,usc000lnnb,2016-03-12T05:58:59.316Z,"43km NNE of Camalu, Mexico",earthquake,,1.8,0.066,,reviewed,ecx,us
2013-12-17T13:28:01.800Z,40.6915,-124.5063,17.8,4.1,Mw,,226.8,0.29644404,0.1,nc,nc72125816,2015-05-18T21:56:06.624Z,"24km WNW of Ferndale, California",earthquake,0.4,0.3,,6,reviewed,nc,nc
2013-12-15T05:24:29.330Z,27.7211,-106.0744,14.25,4.3,md,,112,0.863,0.98,us,usc000lz42,2014-02-21T23:00:55.000Z,"59km WSW of Naica, Mexico",earthquake,,7.1,,,reviewed,us,unm
2013-12-13T07:49:57.400Z,35.8113,-119.8008,22.2,4.1,Mw,,68.4,0.13474729,0.2,nc,nc72119970,2016-03-12T04:06:49.016Z,"23km NNW of Lost Hills, California",earthquake,0.3,0.4,,4,reviewed,nc,nc
2013-12-11T07:50:32.450Z,27.7533,-105.7988,14.74,4,md,,146,0.823,0.28,us,usc000lz3c,2014-02-21T23:00:51.000Z,"32km WSW of Naica, Mexico",earthquake,,8.2,,,reviewed,us,unm
2013-12-07T18:10:24.590Z,35.6073,-97.3863,8.44,4.5,mwr,,,,1.63,us,usb000ldeh,2016-02-14T06:29:46.999Z,"9km ESE of Edmond, Oklahoma",earthquake,,3.9,0.039,,reviewed,tul,us
2013-11-25T22:25:54.930Z,25.5255,-99.4896,10,4,md,,143,0.625,0.82,us,usb000l6hx,2014-02-11T02:18:59.000Z,"32km SW of China, Mexico",earthquake,,1.9,,,reviewed,us,unm
2013-11-21T19:24:08.460Z,27.6953,-105.6674,16.08,4,md,,140,0.757,0.49,us,usb000la97,2014-02-11T02:18:54.000Z,"24km SW of Naica, Mexico",earthquake,,4.1,,,reviewed,us,unm
2013-11-20T12:52:46.500Z,27.9379,-111.954,10,4.2,mb,,118,0.666,1.26,us,usb000l6sl,2014-02-11T02:18:52.000Z,"76km NNE of Santa Rosalia, Mexico",earthquake,,2,0.264,,reviewed,us,us
2013-11-12T15:44:27.220Z,30.1841667,-114.0346667,9.961,4.14,ml,3,276,1.104,9.58,ci,ci11390842,2016-03-11T11:10:27.681Z,"242km SSE of Estacion Coahuila, B.C., MX",earthquake,99,31.61,0.2,72,reviewed,ci,ci
2013-11-11T06:55:36.470Z,27.7429,-105.6689,5,4,md,,143,0.804,0.68,us,usb000la72,2014-01-17T00:29:15.000Z,"21km WSW of Naica, Mexico",earthquake,,1.9,,,reviewed,us,unm
2013-11-01T09:19:48.290Z,27.7764,-105.7528,15.1,4,md,,149,0.841,0.36,us,usb000la39,2014-01-10T10:03:41.000Z,"27km WSW of Naica, Mexico",earthquake,,7.4,,,reviewed,us,unm
2013-11-01T08:34:59.510Z,27.7563,-105.6715,14.81,4.1,md,,143,0.818,0.36,us,usb000la38,2014-01-10T10:03:41.000Z,"21km WSW of Naica, Mexico",earthquake,,8.7,,,reviewed,us,unm
2013-11-01T06:44:51.970Z,27.7642,-105.6309,14.92,4.1,md,,118,0.826,0.45,us,usb000la37,2014-01-10T10:03:40.000Z,"17km WSW of Naica, Mexico",earthquake,,3.5,,,reviewed,us,unm
2013-10-21T15:55:27.050Z,30.0798,-113.5066,14.33,4.7,mb,,156,1.963,0.78,us,usb000khvv,2013-12-30T23:41:17.000Z,"80km WNW of La Libertad, Mexico",earthquake,,5.4,0.183,,reviewed,us,us
2013-10-20T22:50:55.730Z,27.7393,-105.522,14.89,4.2,mb,,97,0.811,0.66,us,usb000khq1,2013-12-30T23:41:16.000Z,"12km SSW of Naica, Mexico",earthquake,,6.4,0.374,,reviewed,us,us
2013-10-19T23:32:32.230Z,26.31,-110.3484,10.14,4.1,mb,,183,2.751,0.84,us,usb000khfy,2013-12-30T23:41:14.000Z,"84km SW of Etchoropo, Mexico",earthquake,,1.9,0.072,,reviewed,us,us
2013-10-19T22:14:28.000Z,25.1003,-110.746,10,4.2,mb,,198,2.586,0.7,us,usb000khf8,2013-12-30T23:41:14.000Z,"92km E of Ciudad Constitucion, Mexico",earthquake,,1.8,0.043,,reviewed,us,us
